id,current_age,retirement_age,birth_year,birth_month,gender,address,latitude,longitude,per_capita_income,yearly_income,total_debt,credit_score,num_credit_cards
8522,27,68,1950,7,0,Synthetic Address,5.179101956588852,144.09000599971836,19749.218435720482,26836.254142001966,73482.92560685935,383.891820652583,8
8523,47,60,2004,6,0,Synthetic Address,-71.1436289605351,126.52862166627517,18828.22665912203,83387.6323282246,51283.00298333783,694.0998806928444,8
8524,18,63,1983,5,1,Synthetic Address,22.918569938805177,69.87024579354502,23380.194002617838,49517.33954710024,56884.43401352675,640.0669071212379,8
8525,29,63,1993,1,1,Synthetic Address,52.36025631141882,170.10878042211084,21011.02760890248,18891.57917303363,24977.80791868473,542.122905182116,8
8526,26,69,1985,2,1,Synthetic Address,79.9722649579731,-179.1780251949871,24452.10181694194,34766.21765061552,41602.76168788964,580.1565453925394,8
8527,43,68,2004,1,0,Synthetic Address,24.47056034174598,165.9520036912818,32402.939281558953,10000.0,13489.168475764607,515.9314544143798,4
8528,50,67,1989,2,1,Synthetic Address,-45.036521687213366,-143.54303672750984,25295.633476409326,10000.0,112126.81415568522,300.0,0
8529,25,62,1971,4,0,Synthetic Address,47.99726708832844,-22.942240190799794,22676.434840568287,10000.0,0.0,666.0019086734953,5
8530,49,69,1980,3,0,Synthetic Address,-82.62602978208477,-45.41864044650765,18390.797557247635,56482.60793755387,87137.98070791233,559.1642330220768,6
8531,33,63,1996,1,0,Synthetic Address,22.75169010978307,65.9469211729313,21180.841859833356,44864.38803236067,85763.92652118295,495.70816172337317,8
8532,50,62,1968,12,1,Synthetic Address,-77.74772677545124,9.834934889206721,23241.659808629178,40861.421291741906,61495.93421030515,542.9424578395561,3
8533,48,61,1984,2,0,Synthetic Address,-48.25106456936599,-166.03416748896075,22723.49168153724,75013.47435589244,116667.4861655396,563.7315652878527,0
8534,62,63,1973,3,0,Synthetic Address,77.15041534602469,51.39843854501029,31393.902095360274,66592.83687453171,71523.5337883696,637.4921456768119,8
8535,38,61,1996,7,1,Synthetic Address,-5.605075858541781,-86.97708786813863,16151.461386092149,95496.18195855635,60735.29371686199,660.411151946625,0
8536,24,64,1950,7,1,Synthetic Address,-14.871286218760048,-147.5212006084572,25781.842380553127,36892.901312190304,149743.30397426232,300.0,3
8537,18,60,1975,8,1,Synthetic Address,11.149684902584085,127.01468412117805,19805.609591445416,10000.0,46318.025715878946,300.0,4
8538,31,68,1990,11,1,Synthetic Address,20.545265512473804,135.67707106384847,19273.98059129294,82896.0976112657,0.0,722.4524383063394,2
8539,26,63,1963,3,1,Synthetic Address,1.893454447098037,-169.03582979147384,11700.033578062095,69613.92214910562,22822.91943573083,704.9301865057167,0
8540,47,63,1960,6,0,Synthetic Address,-64.35949487854533,66.59741223895702,18917.82689088778,34757.391204881016,38539.363504572844,583.1683278172201,6
8541,51,66,1999,7,0,Synthetic Address,59.91335202115735,47.74131212631323,18441.552204690157,64549.539961076385,150000.0,465.7365232304484,8
8542,65,65,2003,12,1,Synthetic Address,-78.20636203721426,140.25165658336778,26993.08396069773,35958.57873174288,67701.93144540141,474.2120539919757,0
8543,19,65,1956,8,1,Synthetic Address,66.59240154132635,-35.30486742515956,22319.36288930137,57312.43914044923,62859.33700045654,584.3745477743091,6
8544,51,69,1963,1,1,Synthetic Address,70.04977698691621,-149.68038709476073,18839.617320923408,64561.93339842529,104222.39206741605,553.7382875876239,0
8545,43,69,1991,10,1,Synthetic Address,58.09059926149055,7.94150468108694,15874.232252958103,72138.91569657918,113954.44614073305,588.7817542221127,9
8546,48,66,1975,11,0,Synthetic Address,67.91294834441837,120.84105189449349,21387.82044747322,96812.47338838168,11433.186290341328,710.1526111460362,2
8547,47,61,1979,3,0,Synthetic Address,55.27244266902309,80.26544774402089,18966.593497952796,40007.48544394548,13997.730150997544,687.6750829986636,5
8548,60,68,1988,3,0,Synthetic Address,-27.44249866323385,-80.80685848128506,15298.094155329189,70747.94175717664,119563.17981213814,557.6699715130228,2
8549,42,64,1957,7,1,Synthetic Address,49.737944515721466,57.04609708270834,21749.88531511915,33694.83104809328,0.0,709.1386306416655,5
8550,43,63,1966,1,0,Synthetic Address,-66.70719398996627,-128.13225858620027,25797.26962659647,66461.95657504504,38776.17471050904,634.0682035269997,7
8551,32,62,1963,10,1,Synthetic Address,13.209110857078556,7.736961409398731,17536.253624528603,67667.97378834429,0.0,738.9916666878701,6
8552,45,68,1985,9,1,Synthetic Address,76.14156506144289,-84.27243036246384,11279.449778443974,41445.22516779601,91468.99384236883,485.25488723724163,8
8553,29,64,1989,12,0,Synthetic Address,-27.13254906323221,-150.5216188581645,27099.15048094457,79093.91789989847,79971.42430752271,661.1969954849292,8
8554,69,63,2000,6,0,Synthetic Address,17.39885428220083,64.03012803036037,21515.863888211992,40288.56809203349,105588.04573598203,426.4004614013194,0
8555,27,65,2002,5,0,Synthetic Address,82.64923249521456,93.70772047922748,20784.09581640907,68721.513302885,143987.3366376562,464.402806379366,4
8556,66,68,1958,5,0,Synthetic Address,-48.75456339717389,9.799734822932066,19043.222660791947,20053.584086730556,115608.26751106439,300.0,7
8557,61,62,1979,6,1,Synthetic Address,22.93119155503574,147.6584565778935,6123.602422414953,71373.74523881567,126268.66504127884,542.0370862259072,8
8558,57,62,2002,4,0,Synthetic Address,-89.56737593559562,27.433383985236958,26170.54538673418,35863.16201769114,10084.359436822531,650.8630206759149,6
8559,42,67,1965,8,0,Synthetic Address,-41.16403181761156,-76.39452622484313,18038.439512735644,115006.27458138422,150000.0,618.3290722213653,5
8560,35,66,1992,8,0,Synthetic Address,38.75395142551844,66.38738290762484,21821.597622188845,49441.09790021073,92802.90685967993,515.8816127000113,5
8561,34,66,1983,5,0,Synthetic Address,-50.25011870741532,-51.205976561825196,15570.12982622356,49632.52559098357,123492.77207636111,444.8894276520334,5
8562,32,66,1989,4,1,Synthetic Address,-75.28697051325176,84.11340735494764,20257.690044716586,54726.261791614,61597.043632104025,622.444025499019,9
8563,22,69,2001,3,0,Synthetic Address,27.748228407354475,-97.96077999005074,20774.449575967596,24419.90099828076,32797.28481747995,529.0248967793733,4
8564,54,65,1998,12,1,Synthetic Address,26.33721571993037,121.75818026490396,14021.903030788191,55110.411975930096,0.0,730.0428517458422,7
8565,55,61,1958,2,0,Synthetic Address,-60.96961956782742,-106.050111664803,17016.562265591354,55180.67794718229,79230.34537193381,565.6596861496288,4
8566,60,68,1975,12,1,Synthetic Address,-27.360393109102496,-61.01884979263819,24850.17695153348,24084.998996356026,150000.0,300.0,1
8567,52,65,1959,5,1,Synthetic Address,-69.54911717688137,-21.79432240431842,21089.46767084465,42262.649222853,57229.29772882803,585.3445286904338,2
8568,69,66,1983,1,0,Synthetic Address,64.0988455185784,160.69996030525755,16808.003534802396,65200.55332440042,48705.91914634955,617.1172800135712,1
8569,21,64,1973,10,1,Synthetic Address,72.4390312263944,-83.26813109909725,22520.07723694053,22774.983100862828,0.0,709.0485446870265,0
8570,18,64,1953,6,1,Synthetic Address,8.907302184335606,167.14495356058092,9673.169595674206,74419.8966029298,148088.27938728646,501.9331710642095,2
8571,46,65,1975,3,1,Synthetic Address,-83.99441727050964,-19.593434210084638,23208.246473794883,55788.943772137754,118222.9042736141,498.8929784993819,3
8572,32,62,1981,2,1,Synthetic Address,59.52138003824675,11.442568289236277,26737.871901476912,87490.8415243497,85039.581210845,627.9527575903319,6
8573,21,63,1980,2,0,Synthetic Address,10.32971634456996,-24.237960116339195,19581.680986538373,35594.36753196723,31983.555272676716,592.4717007270956,7
8574,67,66,2001,1,0,Synthetic Address,-44.457933025868925,123.74499391995619,18808.304292328103,37053.82048442431,0.0,699.7852236041504,8
8575,66,69,1965,4,1,Synthetic Address,48.4311557085023,165.7001075715969,10290.523546235316,57541.32536108386,41633.46076600427,612.6665707884106,4
8576,49,69,1999,7,1,Synthetic Address,-57.19802039167293,103.69639476920719,26570.75659043344,40106.17318107572,0.0,753.4807123310526,7
8577,33,68,1981,1,0,Synthetic Address,71.93121298319261,109.36290773735675,27474.13803241561,72504.4317036242,132500.04121886106,546.8955171049431,5
8578,41,65,2002,11,0,Synthetic Address,-28.56120008719433,175.5510047600494,23975.968348706007,24315.919913832826,92412.19543578125,300.0,1
8579,68,62,1984,7,0,Synthetic Address,77.13960583812997,21.20357158881211,15036.989626502258,54118.86789211703,80295.9531092645,570.0872840399753,1
8580,48,65,1990,12,0,Synthetic Address,-38.546985410421804,-7.824025683763807,21723.307371476712,38492.85976762422,0.0,699.4180042689858,4
8581,62,61,1950,7,0,Synthetic Address,-20.99521482845425,-112.49028042534984,22416.740463511847,66497.5137109917,57630.43030993797,615.3789339873847,1
8582,68,68,1971,9,0,Synthetic Address,-22.287690539801616,48.55065570166616,13824.633422352115,35925.13814230043,89198.59136704441,413.49868205694855,6
8583,23,68,1995,5,1,Synthetic Address,78.64283328531045,-94.18433488998026,18281.19986870817,41204.392254730934,74469.9926430456,511.9814678291775,4
8584,30,60,1964,5,1,Synthetic Address,-25.127108371294028,-147.7425576649737,19943.73502944559,62140.60184901992,24750.27183653858,673.624087610931,9
8585,69,66,1960,4,0,Synthetic Address,-37.529478211322036,-167.60976570690167,30724.174392806366,32000.313909615114,87442.98043117404,404.9757692641481,6
8586,67,62,1978,8,1,Synthetic Address,-30.618762044776844,70.83128124138517,18477.050617257843,33484.7595507384,79040.19227942161,451.6517898587821,4
8587,34,68,1998,5,1,Synthetic Address,65.67076092683828,-157.77601594459074,12543.863949727882,10000.0,150000.0,300.0,9
8588,63,65,2004,12,0,Synthetic Address,81.53286804109288,71.66753664197626,28632.60291298585,20982.139557799535,29031.215778595957,551.0352017902106,8
8589,23,65,2003,11,1,Synthetic Address,-47.78736643900415,-102.94527701513339,23005.35399669959,53702.273523564814,94288.71651275817,554.6647981251965,7
8590,29,63,1956,2,0,Synthetic Address,58.74194219930118,-138.36159158238559,19583.72705208567,41972.91544410136,21103.29246528256,649.0830649270118,8
8591,26,69,1986,1,0,Synthetic Address,64.3673246564774,-107.13778947110517,29788.550241928395,79581.96165162104,65348.48637043845,649.8401779662952,4
8592,36,66,1975,1,0,Synthetic Address,-31.4544615902144,-1.1418351486864537,16274.471505107096,53343.226860210685,125897.45927374027,456.8799865240409,1
8593,47,62,1972,9,0,Synthetic Address,-50.93693774877389,-53.354297966450844,20565.239001036134,60112.64334724941,44671.12516540811,682.3312455954755,5
8594,28,68,1964,10,1,Synthetic Address,3.722906747933237,-39.327395664398125,22248.478593432643,75428.5296192499,29568.324999742334,672.8539127644937,5
8595,18,66,1985,12,0,Synthetic Address,-53.16249723324971,172.61983427564496,18283.526767666885,39938.70932144062,51953.75939641237,569.941984962104,2
8596,29,69,1994,10,0,Synthetic Address,12.372623952778,155.6200346066854,24661.635051395137,54808.1715469858,0.0,693.595727017764,4
8597,46,68,1986,3,0,Synthetic Address,-11.30305420971294,-33.79638296865025,27045.368981838965,30512.978675731618,150000.0,300.0,8
8598,33,63,1965,10,1,Synthetic Address,84.88987710462413,-144.49073643323823,12423.999903865297,23706.789333335713,82770.74824851206,300.0,5
8599,37,69,1962,2,0,Synthetic Address,3.489474111099071,-52.81777987604568,25148.408647735043,51910.20679442817,102500.45406222282,517.4150515304193,3
8600,39,63,1977,11,0,Synthetic Address,-57.822142919618464,-141.7095479289019,15861.10148668775,33131.19348890228,150000.0,300.0,8
8601,69,60,1958,12,0,Synthetic Address,52.38653525675991,-89.02011883054753,12431.88561972807,20018.46197420399,48370.71553139281,435.5330287233714,9
8602,54,66,1987,2,1,Synthetic Address,75.46948267432799,-0.31647990279901705,15161.042227609058,51570.122196429205,30117.270521364,640.9696465549787,4
8603,62,67,1967,4,0,Synthetic Address,-36.265790963230565,-60.193792457718615,21337.407359684945,37251.286617194084,76698.45820940533,488.56400383095684,8
8604,19,63,1982,12,0,Synthetic Address,72.64541002510717,11.03862508077944,18025.581603841387,53544.51475305185,0.0,698.1574429046476,9
8605,69,65,1970,2,0,Synthetic Address,-0.5955988330823203,77.69405023304904,19200.815041963717,49957.83998788986,72858.536691633,523.5916753544769,4
8606,31,65,1954,4,1,Synthetic Address,39.99286053881798,-20.92825975228584,13903.863263605042,55507.2420843945,39934.6127103486,620.5352055362281,6
8607,35,68,1957,7,1,Synthetic Address,-44.81543508364222,-138.21496759179072,25774.663871128738,22895.309958644604,58166.46881248772,414.4613341589843,2
8608,47,63,2000,7,0,Synthetic Address,44.44172803997213,-92.18374017526423,22455.64710703314,52976.85775415442,80620.10621461376,543.6324276846528,9
8609,51,67,1961,6,1,Synthetic Address,81.35307490868249,15.707001356431874,20811.638501629503,58220.81002926044,103736.5871612119,506.85401491511453,3
8610,36,66,1999,5,1,Synthetic Address,68.72253887584051,137.65840280848118,20157.498451675805,40438.47320779285,150000.0,300.0,3
8611,55,67,1967,8,1,Synthetic Address,-79.00660563773258,106.49239309237015,32652.467784243498,29075.03894274231,9268.902683073815,674.159752231806,7
8612,30,64,1979,9,1,Synthetic Address,19.49612788745155,143.98901538623244,29258.28169143201,76802.23918353408,143439.13287752646,552.4195972076726,1
8613,29,64,1995,12,0,Synthetic Address,-33.921628340422615,64.44708610522838,27030.085465908887,33289.55511503882,103697.63034916073,397.59865480788045,5
8614,19,64,1972,7,1,Synthetic Address,-54.28574563086457,-120.43453924806666,24475.838478226095,35226.5759627346,150000.0,300.0,1
8615,48,69,1978,11,1,Synthetic Address,58.55018693337061,-147.89145357564908,17548.54535154109,75948.41414821811,54887.20220379196,678.3870414266916,9
8616,33,63,1991,11,0,Synthetic Address,62.99070316341343,-104.53136622850755,17235.330736075506,34933.21494229621,148935.52274587052,300.0,9
8617,64,64,1981,5,0,Synthetic Address,-54.65861020320553,112.76908850424047,11711.462233584441,96366.3231255864,0.0,746.5086498338005,1
8618,29,62,1985,10,1,Synthetic Address,-30.47684154494896,126.44507213226018,27811.45615402849,36164.405445483004,20359.70339277746,611.6960858187321,0
8619,23,62,1971,4,1,Synthetic Address,-73.2097512361633,48.83075996319408,25159.99399561932,79673.12224157644,150000.0,520.9672411131644,2
8620,61,67,1970,12,1,Synthetic Address,75.33484369826081,57.993696817708326,25400.712917606208,10000.0,0.0,700.7701766631257,9
8621,33,62,1960,6,1,Synthetic Address,-7.076397828028291,-92.95103757207184,22710.027400298834,58420.97549773837,83724.72268625075,573.0990494953116,1
8622,36,63,2000,6,1,Synthetic Address,30.30632023550507,-83.92520027057465,16467.061657076567,64142.81046152112,50528.70234405652,616.2248829287438,7
8623,61,69,1969,2,0,Synthetic Address,83.41401025951828,31.067162323843945,30888.015213580245,107644.77606812496,66773.1516842079,686.8710918164701,5
8624,18,60,1960,8,0,Synthetic Address,-36.95458203624911,50.94017946339582,18980.408584623925,34192.15778509733,48884.173332131686,549.6655898823749,1
8625,58,63,1988,3,1,Synthetic Address,51.84826961929792,114.42924706097637,21914.286240173922,39216.478441841144,126771.03335424332,373.53670109924474,4
8626,61,63,1977,12,1,Synthetic Address,-67.23578115884885,60.41792452168838,26761.542576933287,32887.966738735566,150000.0,300.0,7
8627,43,61,1997,7,1,Synthetic Address,32.50287514298847,-41.554162072725035,15818.54633992419,13658.296858854188,52029.91248747163,312.5906502195058,9
8628,34,67,1996,7,0,Synthetic Address,9.336543921072973,93.3414604398888,21152.13798325271,78993.5837122681,0.0,705.9122760252988,2
8629,44,61,1975,9,1,Synthetic Address,-68.85964944511173,-113.44670973741935,25392.00077475046,38654.559068853654,150000.0,312.62795358096116,1
8630,53,63,1965,1,0,Synthetic Address,-48.7910035488611,-165.5961948981601,31117.865664393263,43932.83857395805,27334.286881709093,621.421256917623,0
8631,44,69,1983,12,1,Synthetic Address,0.9645877801006293,-177.28692914168457,20773.227847171544,21183.514749670296,85481.97444460308,300.0,3
8632,47,68,1994,7,0,Synthetic Address,86.10812485953858,118.61593066365992,25881.60336827045,41682.417666174,0.0,679.4971486423888,0
8633,20,60,1952,4,1,Synthetic Address,85.12071904866761,154.04361903032952,25827.77556131448,23653.808686572258,43866.43510161766,531.6723950139673,4
8634,56,67,1959,5,0,Synthetic Address,21.512890497393443,49.643960012572165,17096.398362218806,86138.30514940515,47499.749198581136,693.1661018377258,4
8635,19,60,1985,3,1,Synthetic Address,-70.8242584396135,-142.70103863254718,23149.46154128044,52053.049531495984,50912.886496680905,589.7688794750294,3
8636,23,65,2002,9,0,Synthetic Address,-53.815488861551394,104.0974007080111,19617.950831891387,46377.04085025598,73209.97756937318,513.6114699955425,6
8637,57,68,1952,7,1,Synthetic Address,-11.557542174700885,-99.22638524886042,18641.016441943248,10000.0,29237.525722986902,342.50780872378766,1
8638,26,61,1975,5,1,Synthetic Address,-24.28120464864199,23.868966190192168,19896.011422634103,77328.42773322668,89079.03543145009,594.681136966371,0
8639,65,68,1951,12,1,Synthetic Address,65.6623839035662,105.00922778319017,19295.799308001875,48508.25925277453,12236.815163594452,693.591422938425,9
8640,64,65,2002,5,0,Synthetic Address,-31.644085718956724,122.29716852807951,20651.76520614644,10000.0,89042.62692756459,300.0,2
8641,32,67,1965,2,0,Synthetic Address,-48.57208176965599,-140.95243175349154,17041.837315897767,39232.67814692844,73666.7591901316,468.0065218432411,4
8642,23,63,1968,7,0,Synthetic Address,43.755901663509576,-153.1234279029721,23529.51614287542,57465.61990687439,105784.04175247566,503.4541266994588,5
8643,19,66,2001,4,0,Synthetic Address,52.38689902939646,54.39427327671956,21971.529299480975,50424.37254201791,14853.017421585559,712.8136412291659,9
8644,26,69,1988,3,0,Synthetic Address,84.62032996908903,-19.140974591421923,18568.21702216238,64952.23151553763,118502.82347804018,503.9326480810822,4
8645,50,62,2002,3,1,Synthetic Address,35.59461117552313,133.99258915562058,20570.728633263003,71031.69327636695,78372.29723979367,636.7351422654142,7
8646,40,64,1955,2,0,Synthetic Address,39.53426393668457,52.678846683859035,19564.799422145683,73369.317184566,27019.727053194707,689.8779504421469,8
8647,29,69,1963,5,0,Synthetic Address,72.97118514958996,-24.028947936029198,17853.791641046944,46596.54634464267,12971.973128293925,683.7118379935699,5
8648,31,61,1985,8,1,Synthetic Address,-5.821305537469485,-66.56619337853562,29144.263572215394,15943.71588745034,75162.88409575433,300.0,6
8649,21,65,1971,12,0,Synthetic Address,-72.65283380356408,-163.50213230981134,12101.646114257332,12351.796925554634,52816.503883170044,300.0,5
8650,54,62,1981,12,0,Synthetic Address,10.034877405381195,94.2322813740692,20736.86676280086,52948.19146440612,65022.967254715455,591.9461586561238,8
8651,31,68,1957,10,1,Synthetic Address,75.99767318274792,103.93112007973718,15663.366995366534,46636.02626374934,0.0,660.6827510440451,0
8652,34,61,1956,1,1,Synthetic Address,3.999682230962904,64.70966447487953,26732.468900100946,33157.458114336914,77230.49849243704,447.1155290434926,1
8653,67,68,1960,7,0,Synthetic Address,-75.20336020722041,1.8381439958064902,6192.333500192442,41549.07825904473,34607.14020325696,600.8905670327849,9
8654,22,67,1972,11,0,Synthetic Address,-81.62446273319344,93.83812523959216,21111.176367798835,10000.0,43804.542120205515,300.0,8
8655,33,63,1980,1,1,Synthetic Address,-74.76608340180428,160.85794000941797,29478.31291376005,85465.13658634937,37864.09192216303,675.3847133489644,9
8656,65,61,2003,1,0,Synthetic Address,58.83183880572324,85.87249574024219,16242.331928178026,82338.93769163714,48722.94272472972,658.5555487803184,3
8657,23,62,2001,4,1,Synthetic Address,-88.05608219648609,-35.778117394779514,17181.457818431103,75736.62302820185,0.0,755.0040555771559,9
8658,41,62,2004,12,1,Synthetic Address,37.758911649147905,82.35426561266235,19719.4560652603,31181.312573472023,38373.52347964194,547.0287447399229,1
8659,46,66,1989,5,0,Synthetic Address,28.566291254058385,54.966487733078736,24090.401969282055,75557.47266249143,65874.99669559696,657.1781650886134,7
8660,57,69,1968,4,0,Synthetic Address,-82.23561867871229,-5.502615503776582,17291.46399329954,93426.70585507265,119347.55818961762,619.0887388292856,7
8661,53,68,1963,5,0,Synthetic Address,62.746191968913735,142.46460664317954,21147.391458453927,35957.32872008915,55807.232640184535,495.09171281677146,4
8662,61,62,1950,11,0,Synthetic Address,-18.06551512776845,-147.68467319268507,19601.521214660355,52121.43725354134,77275.5692936329,566.4884855883241,4
8663,32,66,1990,4,0,Synthetic Address,52.740472080842494,-26.204697733692853,16640.74216923911,10000.0,25165.087170373008,437.5560896935262,2
8664,34,65,1987,11,0,Synthetic Address,-71.21427122765172,-91.67295232474251,29260.892062319363,58894.736432326565,115838.925219455,542.6452800336943,7
8665,32,69,1961,12,0,Synthetic Address,26.49903427005198,-105.84667485455213,21215.917991599417,74728.57939900112,0.0,712.470072357517,4
8666,43,66,1994,6,0,Synthetic Address,4.896519159360722,5.02444684656794,19519.768916924066,54365.02953515241,99917.86808904009,528.5163197098998,6
8667,42,60,1975,2,1,Synthetic Address,-81.08531614642185,-103.53599861652694,9340.728232044241,34365.131467532425,78345.59403892573,460.26973931074957,6
8668,55,68,1955,5,1,Synthetic Address,82.17883931217665,115.59887789427768,11383.674917898787,49868.35778027679,23815.701765774967,653.258122682053,1
8669,30,68,1979,8,0,Synthetic Address,-57.79721520951901,-174.3974859136878,16280.29565785692,14870.72301400658,112038.48453796857,300.0,3
8670,66,65,1954,8,1,Synthetic Address,69.49784351984715,134.93072215092877,19126.312508783598,29262.525711960196,74087.85144380455,398.78193362281434,3
8671,59,69,1991,1,1,Synthetic Address,-31.28265092475258,38.79477991847659,16636.578422034443,32246.254649952214,72200.70370399885,455.52743810180556,6
8672,33,63,1959,10,0,Synthetic Address,-16.098788662110977,-133.68427609045554,11957.832384368812,19574.736990731923,71885.053103002,300.0,1
8673,27,69,1962,12,1,Synthetic Address,33.276866639343694,-19.802848925785725,27780.79186305537,33396.69770357947,42322.00273103916,593.7291804003734,6
8674,63,61,1978,2,1,Synthetic Address,-40.14952718523175,-146.3437319666714,15877.865195378621,66444.41232530682,97532.7020314383,557.0465378332303,5
8675,57,68,1989,2,1,Synthetic Address,40.56296593582488,32.882947771044144,5000.0,73130.01918819264,29629.052569727748,637.8393429367638,0
8676,20,63,1974,12,0,Synthetic Address,-58.404675524236296,128.44660925432294,25509.838021460673,54197.36649463771,0.0,686.880896919506,7
8677,52,67,1973,8,1,Synthetic Address,-14.08319268051632,119.8789446707732,22151.99294217737,33329.695585435154,98888.72784849303,407.1538784490163,1
8678,29,67,1958,10,1,Synthetic Address,4.791660966920986,156.1926904403404,14944.159090343655,30297.01699910443,10950.62215241047,692.3064234220798,4
8679,35,62,1974,7,0,Synthetic Address,-81.06426839615871,47.58304754313943,21010.266017681854,62991.90894890346,39752.16089616534,649.3061646144567,8
8680,49,66,1995,12,0,Synthetic Address,-45.64904590549468,0.24835984422011848,11442.846113168134,60440.275737055614,131893.4828968253,450.3791887130151,0
8681,49,69,1989,10,0,Synthetic Address,-63.091951980158576,108.06643915242734,10282.555228936979,10000.0,112749.44242085348,300.0,6
8682,42,63,1969,5,0,Synthetic Address,-83.64517607868017,-33.81812275807226,14796.863444041326,22645.68200567537,61506.37139219063,398.74660955717036,7
8683,68,61,1996,1,0,Synthetic Address,41.79881907092005,137.20776353047125,21162.641679853674,58587.17035691771,10804.583967368504,716.2169031494075,4
8684,39,61,1991,1,1,Synthetic Address,-41.88007588346891,56.15271852248978,18979.363572033115,54968.10882328805,0.0,681.8041828243485,1
8685,49,69,1965,5,0,Synthetic Address,47.8995262588264,138.2196682236672,21852.937154387877,93950.14976105533,148935.7435814265,591.5415779029884,5
8686,59,60,1964,12,0,Synthetic Address,-16.800309553999426,-47.4887602287192,19699.506605314746,36583.26626027971,0.0,708.9017060569904,0
8687,52,62,1959,7,1,Synthetic Address,-85.3614633311141,-156.14324828653943,23163.762384212496,37946.4494362652,85233.18146269044,474.01734628216406,3
8688,41,62,1996,5,1,Synthetic Address,16.815266786422114,-142.34111186646234,9874.603856083313,76710.9963260535,55200.70298862209,670.1468704614646,3
8689,39,65,1988,1,0,Synthetic Address,58.42487946168404,-11.956558394920165,17604.56033698254,37034.94132385708,123115.47011332527,385.03245395839394,6
8690,60,67,1964,11,1,Synthetic Address,11.8891197113782,-4.274825481044218,14122.287102668117,48200.93465771189,18527.88425331891,646.83522693298,9
8691,60,60,1973,2,0,Synthetic Address,-23.02135469309553,57.29855804048597,25267.983550505895,54313.433473729805,96749.14877152102,528.0650474437666,1
8692,68,68,1998,1,0,Synthetic Address,80.58811602065566,-114.18210375798415,18803.662256354448,75564.33357373512,51856.43924594187,674.6741541004545,2
8693,43,66,1953,4,0,Synthetic Address,-52.40540241131186,143.84330772613657,28058.8835828649,52788.26574364683,3386.252190721156,681.5447958182044,8
8694,47,62,1975,10,0,Synthetic Address,13.314547386550075,-15.891368793119739,30284.55092764539,78366.83139868692,71166.90963991913,612.8557204858707,6
8695,21,66,1984,5,0,Synthetic Address,-8.1552815965849,-27.856598742070958,27323.523945136643,29044.804281712448,122468.83691870779,300.0,6
8696,59,65,1960,7,0,Synthetic Address,-30.747490949775546,41.84601306044556,19470.827660447307,54226.30154247132,68538.33106241416,591.3134688895603,8
8697,64,60,1977,1,0,Synthetic Address,67.79600342492628,-143.66035316501532,19596.29316213924,63868.72730260555,92214.78125898959,503.9965749553014,1
8698,29,63,1982,3,0,Synthetic Address,-70.89954652244649,85.13685223955571,31694.120094138394,18924.80084147476,54781.676429091145,366.614045285463,7
8699,27,63,1975,1,1,Synthetic Address,30.004201369718047,-153.31641623724443,27036.701391680734,54566.15683369697,73632.36576545353,559.0507492080665,6
8700,29,62,1973,5,0,Synthetic Address,45.412507213646364,62.69377868505708,32543.80731772961,47162.5732090731,84006.37959987756,494.85817248379874,4
8701,26,67,1983,5,0,Synthetic Address,-82.96052376833411,-123.29561485149765,19463.20099676044,96664.05546566093,129511.17215522662,634.4626765125718,2
8702,50,68,1980,2,0,Synthetic Address,2.6484272327199676,-88.58105270455981,21817.75960739492,51661.55636659262,118711.52412719166,502.2027895831546,6
8703,33,68,1981,9,0,Synthetic Address,55.42513573853742,11.676004721764201,16166.242557633786,38376.909463672724,64290.766896897774,521.955038082738,1
8704,62,69,1990,9,0,Synthetic Address,71.17476299982494,-70.12005285956535,16984.558815087647,27178.864127177723,71607.58321529906,399.8749754502548,0
8705,41,68,1982,1,1,Synthetic Address,32.73131628085552,-104.61291943492016,21119.166101674997,45289.43950666653,43103.18989743873,622.8167182970624,6
8706,37,67,1972,6,0,Synthetic Address,51.91191315292332,-38.8221350204864,17159.884842764943,87542.38895136132,74405.99383140614,644.2124467889788,5
8707,59,66,1966,10,0,Synthetic Address,-81.12981376883336,99.75561432116922,15267.689537409127,34322.358956743454,58165.573564901824,522.357777756297,4
8708,26,64,1960,6,0,Synthetic Address,72.88448800229966,72.71783418075273,23795.96871250757,24487.94994114495,0.0,667.407113519548,7
8709,37,66,1986,1,1,Synthetic Address,-6.969032664787193,132.9420727551826,18189.810582443726,73364.49565993686,150000.0,499.92300681200936,7
8710,64,60,1968,3,1,Synthetic Address,-71.27881655078572,-82.72077923766538,7734.023884596114,62055.636137326415,56093.43480636834,658.9674556790337,9
8711,57,60,1963,9,0,Synthetic Address,21.669269123270155,-165.6613377089107,25700.70966218628,21481.074561446963,0.0,673.5720338864879,4
8712,69,64,1981,6,1,Synthetic Address,-53.38511530879267,-68.5979451066572,28618.16522703886,80951.80882988583,53610.878400922265,648.6671525828197,1
8713,45,67,1976,5,0,Synthetic Address,-7.677241490991918,142.67070519413795,20391.785729920342,68409.90609891363,103244.05115635516,587.0095574431514,9
8714,29,65,1992,4,1,Synthetic Address,-41.40521508615558,-90.5945851562181,26477.552193156876,98864.1074733967,0.0,763.0613531359453,8
8715,23,62,1974,4,1,Synthetic Address,31.51256261862622,9.43286964329613,27208.842671411683,30984.100693897577,53535.34195912385,493.3885510592792,5
